Val0,Val1,Val2,Val3,Val4,Val5,Val6,Val7,Val8,Val9,Val10,Val11,Val12,Val13,Val14,Val15,Score,Agent,AgentHeur,Move,Trial,
0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,LEFT,0
4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,4,N/A,N/A,UP,0
4,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,4,N/A,N/A,UP,0
4,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0,4,N/A,N/A,DOWN,0
0,0,4,0,0,0,0,0,4,0,0,0,2,2,2,2,4,N/A,N/A,UP,0
4,2,4,2,2,0,2,0,0,0,0,0,0,0,2,0,4,N/A,N/A,RIGHT,0
4,2,4,2,0,0,2,4,0,0,0,0,0,0,0,2,8,N/A,N/A,UP,0
4,2,4,2,0,0,2,4,2,0,0,2,0,0,0,0,8,N/A,N/A,UP,0
4,2,4,2,2,0,2,4,2,0,0,2,0,0,0,0,8,N/A,N/A,DOWN,0
0,0,0,0,0,2,0,2,0,0,4,4,8,2,2,2,20,N/A,N/A,UP,0
8,4,4,2,0,2,2,4,0,0,0,2,0,0,0,0,24,N/A,N/A,LEFT,0
8,8,2,0,8,0,0,0,2,2,0,0,0,0,0,0,44,N/A,N/A,RIGHT,0
0,0,16,2,0,0,0,8,0,0,0,4,0,0,0,2,64,N/A,N/A,LEFT,0
16,2,0,2,8,0,0,0,4,0,0,0,2,0,0,0,64,N/A,N/A,DOWN,0
16,0,2,0,8,0,0,0,4,0,0,0,2,2,0,2,64,N/A,N/A,UP,0
16,2,2,2,8,0,2,0,4,0,0,0,2,0,0,0,64,N/A,N/A,DOWN,0
16,2,0,0,8,0,0,0,4,0,0,0,2,2,4,2,68,N/A,N/A,UP,0
16,4,4,2,8,2,0,0,4,0,0,0,2,0,0,0,72,N/A,N/A,DOWN,0
16,0,0,0,8,0,0,0,4,4,0,2,2,2,4,2,72,N/A,N/A,DOWN,0
16,0,0,2,8,0,0,0,4,4,0,0,2,2,4,4,76,N/A,N/A,DOWN,0
16,2,0,0,8,0,0,0,4,4,0,2,2,2,4,4,76,N/A,N/A,LEFT,0
16,2,0,0,8,0,0,0,8,2,0,0,8,4,0,2,96,N/A,N/A,LEFT,0
16,2,0,0,8,0,0,0,8,2,0,2,8,4,2,0,96,N/A,N/A,LEFT,0
16,2,0,0,8,0,0,0,8,4,2,0,8,4,2,0,100,N/A,N/A,UP,0
16,2,4,0,16,8,0,0,8,2,0,0,0,0,0,0,128,N/A,N/A,DOWN,0
0,0,0,0,2,2,0,0,32,8,0,0,8,2,4,0,160,N/A,N/A,RIGHT,0
0,0,0,0,0,0,2,4,0,0,32,8,0,8,2,4,164,N/A,N/A,UP,0
0,8,2,4,0,0,32,8,0,0,2,4,4,0,0,0,164,N/A,N/A,DOWN,0
2,0,0,0,0,0,2,4,0,0,32,8,4,8,2,4,164,N/A,N/A,UP,0
2,8,2,4,4,2,32,8,0,0,2,4,0,0,0,0,164,N/A,N/A,LEFT,0
2,8,2,4,4,2,32,8,2,4,2,0,0,0,0,0,164,N/A,N/A,DOWN,0
0,0,4,0,2,8,2,0,4,2,32,4,2,4,2,8,164,N/A,N/A,RIGHT,0
0,0,0,4,2,2,8,2,4,2,32,4,2,4,2,8,164,N/A,N/A,LEFT,0
4,0,0,2,4,8,2,0,4,2,32,4,2,4,2,8,168,N/A,N/A,RIGHT,0
0,0,4,2,2,4,8,2,4,2,32,4,2,4,2,8,168,N/A,N/A,UP,0
2,4,4,16,4,2,8,0,2,4,32,2,0,0,2,0,196,N/A,N/A,LEFT,0
2,8,16,0,4,2,8,0,2,4,32,2,2,0,2,0,204,N/A,N/A,LEFT,0
2,8,16,2,4,2,8,0,2,4,32,2,4,0,0,0,208,N/A,N/A,RIGHT,0
2,8,16,2,0,4,2,8,2,4,32,2,0,0,2,4,208,N/A,N/A,DOWN,0
0,0,16,2,0,0,2,8,2,0,32,2,4,16,2,4,236,N/A,N/A,UP,0
2,16,16,2,4,0,2,8,2,0,32,2,0,0,2,4,236,N/A,N/A,LEFT,0
2,32,2,0,4,2,8,0,2,32,2,0,2,4,0,2,268,N/A,N/A,UP,0
2,32,2,2,4,2,8,0,4,32,2,2,0,4,0,0,272,N/A,N/A,LEFT,0
2,32,4,0,4,2,8,0,4,32,4,2,4,0,0,0,280,N/A,N/A,UP,0
2,32,4,2,8,2,8,0,4,32,4,0,0,0,2,0,288,N/A,N/A,DOWN,0
0,0,4,2,2,32,8,0,8,2,4,0,4,32,2,2,288,N/A,N/A,LEFT,0
4,2,0,2,2,32,8,0,8,2,4,0,4,32,4,0,292,N/A,N/A,UP,0
4,2,8,2,2,32,8,0,8,2,2,0,4,32,0,0,300,N/A,N/A,UP,0
4,2,16,2,2,32,2,0,8,2,0,0,4,32,2,0,316,N/A,N/A,UP,0
4,2,16,2,2,32,4,0,8,2,0,2,4,32,0,0,320,N/A,N/A,LEFT,0
4,2,16,2,2,32,4,2,8,4,0,0,4,32,0,0,324,N/A,N/A,DOWN,0
4,2,2,0,2,32,0,0,8,4,16,0,4,32,4,4,328,N/A,N/A,UP,0
4,2,2,4,2,32,16,4,8,4,4,0,4,32,0,0,328,N/A,N/A,UP,0
4,2,2,8,2,32,16,0,8,4,4,0,4,32,0,2,336,N/A,N/A,LEFT,0
4,4,8,0,2,32,16,2,8,8,0,0,4,32,2,0,348,N/A,N/A,RIGHT,0
0,2,8,8,2,32,16,2,0,0,0,16,0,4,32,2,372,N/A,N/A,RIGHT,0
0,0,2,16,2,32,16,2,0,0,0,16,2,4,32,2,388,N/A,N/A,LEFT,0
2,16,0,2,2,32,16,2,16,0,0,0,2,4,32,2,388,N/A,N/A,RIGHT,0
0,2,16,2,2,32,16,2,0,0,2,16,2,4,32,2,388,N/A,N/A,LEFT,0
2,16,2,0,2,32,16,2,2,16,0,2,2,4,32,2,388,N/A,N/A,LEFT,0
2,16,2,2,2,32,16,2,2,16,2,0,2,4,32,2,388,N/A,N/A,UP,0
4,16,2,4,4,32,16,2,2,16,2,0,0,4,32,0,400,N/A,N/A,UP,0
8,16,2,4,2,32,16,2,0,16,2,0,2,4,32,0,408,N/A,N/A,RIGHT,0
8,16,2,4,2,32,16,2,0,0,16,2,2,2,4,32,408,N/A,N/A,LEFT,0
8,16,2,4,2,32,16,2,16,2,2,0,8,32,0,0,420,N/A,N/A,RIGHT,0
8,16,2,4,2,32,16,2,0,0,16,4,0,2,8,32,424,N/A,N/A,DOWN,0
0,0,0,4,2,16,2,2,8,32,32,4,2,2,8,32,456,N/A,N/A,LEFT,0
4,0,0,2,2,16,4,0,8,64,4,0,4,8,32,0,528,N/A,N/A,RIGHT,0
0,0,4,2,2,2,16,4,0,8,64,4,0,4,8,32,528,N/A,N/A,DOWN,0
0,0,4,2,0,2,16,2,0,8,64,8,2,4,8,32,536,N/A,N/A,DOWN,0
0,0,4,0,2,2,16,4,0,8,64,8,2,4,8,32,540,N/A,N/A,DOWN,0
2,0,4,0,0,2,16,4,0,8,64,8,4,4,8,32,544,N/A,N/A,UP,0
2,2,4,4,4,8,16,8,0,4,64,32,0,0,8,2,544,N/A,N/A,RIGHT,0
2,0,4,8,4,8,16,8,0,4,64,32,0,0,8,2,556,N/A,N/A,RIGHT,0
0,2,4,8,4,8,16,8,2,4,64,32,0,0,8,2,556,N/A,N/A,DOWN,0
0,0,4,0,2,2,16,16,4,8,64,32,2,4,8,2,572,N/A,N/A,UP,0
2,2,4,16,4,8,16,32,2,4,64,2,0,2,8,0,572,N/A,N/A,DOWN,0
0,2,4,2,2,8,16,16,4,4,64,32,2,2,8,2,572,N/A,N/A,UP,0
2,2,4,2,4,8,16,16,2,4,64,32,2,2,8,2,572,N/A,N/A,LEFT,0
8,2,0,0,4,8,32,0,2,4,64,32,4,8,2,2,620,N/A,N/A,RIGHT,0
2,0,8,2,0,4,8,32,2,4,64,32,0,4,8,4,624,N/A,N/A,DOWN,0
0,0,0,0,2,0,16,2,0,4,64,64,4,8,8,4,716,N/A,N/A,UP,0
2,4,16,2,4,8,64,64,0,0,8,4,0,0,0,2,716,N/A,N/A,LEFT,0
2,4,16,2,4,8,128,0,8,4,2,0,2,0,0,0,844,N/A,N/A,DOWN,0
2,0,0,2,4,4,16,0,8,8,128,0,2,4,2,2,844,N/A,N/A,DOWN,0
2,2,0,0,4,4,16,0,8,8,128,0,2,4,2,4,848,N/A,N/A,RIGHT,0
2,0,0,4,0,0,8,16,0,0,16,128,2,4,2,4,876,N/A,N/A,UP,0
4,4,8,4,2,0,16,16,0,0,2,128,0,0,0,4,880,N/A,N/A,DOWN,0
0,0,0,4,0,0,8,16,4,2,16,128,2,4,2,4,880,N/A,N/A,UP,0
4,2,8,4,2,4,16,16,0,0,2,128,4,0,0,4,880,N/A,N/A,RIGHT,0
4,2,8,4,0,2,4,32,0,2,2,128,0,0,0,8,920,N/A,N/A,LEFT,0
4,2,8,4,2,4,32,0,4,128,2,0,8,0,0,0,924,N/A,N/A,DOWN,0
4,0,0,2,2,2,8,0,4,4,32,0,8,128,2,4,924,N/A,N/A,DOWN,0
4,2,0,0,2,2,8,0,4,4,32,2,8,128,2,4,924,N/A,N/A,DOWN,0
4,0,0,0,2,4,8,2,4,4,32,2,8,128,2,4,928,N/A,N/A,DOWN,0
4,0,0,0,2,0,8,2,4,8,32,4,8,128,2,4,940,N/A,N/A,LEFT,0
4,0,0,2,2,8,2,0,4,8,32,4,8,128,2,4,940,N/A,N/A,LEFT,0
4,2,2,0,2,8,2,0,4,8,32,4,8,128,2,4,940,N/A,N/A,LEFT,0
4,4,0,2,2,8,2,0,4,8,32,4,8,128,2,4,944,N/A,N/A,UP,0
4,4,2,2,2,16,32,8,4,128,2,0,8,2,0,0,968,N/A,N/A,LEFT,0
8,4,0,0,2,16,32,8,4,128,2,2,8,2,0,0,980,N/A,N/A,RIGHT,0
0,0,8,4,2,16,32,8,4,4,128,4,0,0,8,2,984,N/A,N/A,RIGHT,0
2,0,8,4,2,16,32,8,0,8,128,4,0,0,8,2,992,N/A,N/A,DOWN,0
2,0,8,4,0,0,32,8,0,16,128,4,4,8,8,2,996,N/A,N/A,LEFT,0
2,8,4,0,32,8,0,0,16,128,4,0,4,16,2,2,1012,N/A,N/A,DOWN,0
2,0,0,0,32,16,0,0,16,128,8,2,4,16,2,2,1036,N/A,N/A,DOWN,0
2,2,0,0,32,16,0,0,16,128,8,0,4,16,2,4,1040,N/A,N/A,LEFT,0
4,0,0,0,32,16,0,2,16,128,8,0,4,16,2,4,1044,N/A,N/A,RIGHT,0
0,0,0,4,2,32,16,2,0,16,128,8,4,16,2,4,1044,N/A,N/A,UP,0
2,32,16,4,4,32,128,2,0,0,2,8,2,0,0,4,1076,N/A,N/A,RIGHT,0
2,32,16,4,4,32,128,2,4,0,2,8,0,0,2,4,1076,N/A,N/A,UP,0
2,64,16,4,8,0,128,2,0,0,4,8,0,0,2,4,1152,N/A,N/A,RIGHT,0
2,64,16,4,0,8,128,2,2,0,4,8,0,0,2,4,1152,N/A,N/A,LEFT,0
2,64,16,4,8,128,2,0,2,4,8,0,2,4,0,2,1152,N/A,N/A,DOWN,0
0,0,0,2,2,64,16,0,8,128,2,4,4,8,8,2,1164,N/A,N/A,UP,0
2,64,16,2,8,128,2,4,4,8,8,2,2,0,0,0,1164,N/A,N/A,DOWN,0
2,2,0,0,8,64,16,2,4,128,2,4,2,8,8,2,1164,N/A,N/A,RIGHT,0
0,0,2,4,8,64,16,2,4,128,2,4,0,2,16,2,1184,N/A,N/A,DOWN,0
0,0,2,4,2,64,16,2,8,128,2,4,4,2,16,2,1184,N/A,N/A,LEFT,0
2,4,2,0,2,64,16,2,8,128,2,4,4,2,16,2,1184,N/A,N/A,UP,0
4,4,2,2,8,64,16,4,4,128,2,2,2,2,16,0,1188,N/A,N/A,LEFT,0
8,4,0,2,8,64,16,4,4,128,4,0,4,16,0,0,1208,N/A,N/A,RIGHT,0
0,8,4,2,8,64,16,4,0,4,128,4,0,2,4,16,1208,N/A,N/A,UP,0
8,8,4,2,0,64,16,8,2,4,128,16,0,2,4,0,1216,N/A,N/A,RIGHT,0
0,16,4,2,2,64,16,8,2,4,128,16,0,0,2,4,1232,N/A,N/A,DOWN,0
0,2,4,2,0,16,16,8,0,64,128,16,4,4,2,4,1236,N/A,N/A,LEFT,0
2,4,2,2,32,8,0,0,64,128,16,0,8,2,4,0,1276,N/A,N/A,DOWN,0
2,4,0,2,32,8,2,0,64,128,16,0,8,2,4,2,1276,N/A,N/A,LEFT,0
2,4,2,0,32,8,2,0,64,128,16,2,8,2,4,2,1276,N/A,N/A,DOWN,0
2,4,4,0,32,8,4,0,64,128,16,0,8,2,4,4,1284,N/A,N/A,UP,0
2,4,8,4,32,8,16,0,64,128,4,0,8,2,0,2,1292,N/A,N/A,RIGHT,0
2,4,8,4,0,32,8,16,0,64,128,4,4,0,8,4,1296,N/A,N/A,UP,0
2,4,16,4,4,32,128,16,0,64,8,8,0,2,0,0,1320,N/A,N/A,LEFT,0
2,4,16,4,4,32,128,16,64,16,2,0,2,0,0,0,1336,N/A,N/A,RIGHT,0
2,4,16,4,4,32,128,16,0,64,16,2,2,0,0,2,1336,N/A,N/A,DOWN,0
2,0,0,0,2,4,16,4,4,32,128,16,2,64,16,4,1340,N/A,N/A,RIGHT,0
2,0,0,2,2,4,16,4,4,32,128,16,2,64,16,4,1340,N/A,N/A,RIGHT,0
0,0,2,4,2,4,16,4,4,32,128,16,2,64,16,4,1344,N/A,N/A,DOWN,0
2,0,2,0,2,4,16,8,4,32,128,16,2,64,16,4,1352,N/A,N/A,DOWN,0
0,2,2,0,4,4,16,8,4,32,128,16,2,64,16,4,1356,N/A,N/A,UP,0
